instance_id	wn_id	bn_id	synset	lemmas	gloss
d006.s013.t001	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d006.s013.t002	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d006.s013.t003	legal_fraud%1:04:00::	bn:00022078n	constructive_fraud.n.01	constructive_fraud, legal_fraud	comprises all acts or omissions or concealments involving breach of equitable or legal duty or trust or confidence
d006.s013.t004	violation%1:04:00::	bn:00046721n	misdemeanor.n.01	misdemeanor, misdemeanour, infraction, violation, infringement	a crime less serious than a felony
d006.s013.t005	rule%1:10:00::	bn:00064192n	rule.n.03	rule, prescript	prescribed guide for conduct or action
d006.s013.t006	sanction%1:04:02::	bn:00069122n	sanction.n.02	sanction	a mechanism of social control for enforcing a society's standards
d006.s013.t007	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d006.s013.t008	punishment%1:04:00::	bn:00061325n	punishment.n.01	punishment, penalty, penalization, penalisation	the act of punishing
d006.s013.t009	referee%1:18:00::	bn:14866890n	referee.n.01	referee, ref	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play
d006.s014.t000	sanction%1:04:02::	bn:00069122n	sanction.n.02	sanction	a mechanism of social control for enforcing a society's standards
d006.s014.t001	complaint%1:10:00::	bn:00021348n	complaint.n.03	complaint	an expression of grievance or resentment
d006.s015.t000	question%1:10:01::	bn:00043267n	question.n.02	question, head	the subject matter at issue
d006.s015.t001	type%1:09:00::	bn:00078798n	type.n.01	type	a subdivision of a particular kind of thing
d006.s015.t002	advantage%1:07:01::	bn:00001561n	advantage.n.03	advantage, reward	benefit resulting from some event or action
d006.s015.t003	violator%1:18:01::	bn:00050275n	violator.n.01	violator, lawbreaker, law_offender	someone who violates the law
d006.s015.t004	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d006.s016.t000	situation%1:26:00::	bn:00071869n	situation.n.01	situation, state_of_affairs	the general state of things; the combination of circumstances at a given time; ; ; - Franklin D.Roosevelt
d006.s016.t001	rival%1:18:00::	bn:00017562n	rival.n.01	rival, challenger, competitor, competition, contender	the contestant you hope to defeat
d006.s016.t002	benefit%1:07:00::	bn:00009905n	benefit.n.02	benefit, welfare	something that aids or promotes well-being
d006.s016.t003	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d006.s016.t004	result%1:19:00::	bn:00021961n	consequence.n.01	consequence, effect, outcome, result, event, issue, upshot	a phenomenon that follows and is caused by some previous phenomenon
d006.s016.t005	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d006.s016.t006	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d006.s016.t007	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d006.s017.t000	strategy%1:09:00::	bn:00069579n	scheme.n.01	scheme, strategy	an elaborate and systematic plan of action
d006.s017.t001	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d006.s017.t002	club%1:14:00::	bn:00020039n	club.n.02	club, social_club, society, guild, gild, lodge, order	a formal association of people with similar interests
d006.s017.t003	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d006.s018.t000	advantage%1:07:01::	bn:00001561n	advantage.n.03	advantage, reward	benefit resulting from some event or action
d006.s018.t001	fact%1:09:01::	bn:00032654n	fact.n.01	fact	a piece of information about circumstances that exist or events that have occurred
d006.s018.t002	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d006.s018.t003	phase%1:28:00::	bn:00061898n	phase.n.01	phase, stage	any distinct time period in a sequence of events
d006.s018.t004	championship%1:11:00::	bn:00017615n	championship.n.02	championship	a competition at which a champion is chosen
d006.s018.t005	card%1:27:00::	bn:00015917n	card.n.04	card	thin cardboard, usually rectangular
d006.s018.t006	participation%1:04:00::	bn:00030844n	engagement.n.07	engagement, participation, involvement, involution	the act of sharing in the activities of a group
d006.s018.t007	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d006.s019.t000	term%1:28:00::	bn:00076588n	term.n.02	term	a limited period of time
d006.s019.t001	advantage%1:07:01::	bn:00001561n	advantage.n.03	advantage, reward	benefit resulting from some event or action
d006.s019.t002	degree%1:26:01::	bn:00025966n	degree.n.02	degree, level, stage, point	a specific identifiable position in a continuum or series or especially in a process
d006.s019.t003	indetermination%1:07:00::	bn:00046391n	indefiniteness.n.01	indefiniteness, indeterminateness, indefinity, indetermination, indeterminacy	the quality of being vague and poorly defined
d006.s019.t004	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d006.s019.t005	change%1:11:00::	bn:00003125n	change.n.01	change, alteration, modification	an event that occurs when something passes from one state or phase to another
d006.s019.t006	addition%1:21:00::	bn:00000674n	accession.n.03	accession, addition	something added to what you already have
d006.s019.t007	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d006.s019.t008	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d006.s019.t009	sanction%1:04:02::	bn:00069122n	sanction.n.02	sanction	a mechanism of social control for enforcing a society's standards
d006.s019.t010	game%1:04:03::	bn:00037181n	game.n.02	game	a single play of a sport or other contest
d006.s019.t011	cycle%1:11:01::	bn:00024727n	cycle.n.05	cycle, oscillation	a single complete execution of a periodically repeated phenomenon
d006.s019.t012	card%1:27:00::	bn:00015917n	card.n.04	card	thin cardboard, usually rectangular
d006.s019.t013	suspension%1:04:01::	bn:00075455n	suspension.n.07	suspension, temporary_removal	a temporary debarment (from a privilege or position etc)
d006.s019.t014	card%1:27:00::	bn:00015917n	card.n.04	card	thin cardboard, usually rectangular
d006.s019.t015	accumulation%1:04:00::	bn:00000772n	accumulation.n.03	accumulation, accrual, accruement	the act of accumulating
d006.s019.t016	place%1:04:01::	bn:00051035n	stead.n.01	stead, position, place, lieu	the post or function properly or customarily occupied or served by another
d006.s019.t017	cycle%1:11:01::	bn:00024727n	cycle.n.05	cycle, oscillation	a single complete execution of a periodically repeated phenomenon
d006.s020.t000	round%1:28:01::	bn:00024724n	cycle.n.01	cycle, rhythm, round	an interval during which a recurring sequence of events occurs
d006.s020.t001	advantage%1:07:01::	bn:00001561n	advantage.n.03	advantage, reward	benefit resulting from some event or action
d006.s021.t000	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d006.s021.t001	spirit%1:26:00::	bn:00033960n	spirit.n.02	spirit, tone, feel, feeling, flavor, flavour, look, smell	the general atmosphere of a place or situation and the effect that it has on people
d006.s021.t002	part%1:24:00::	bn:00021395n	part.n.01	part, portion, component_part, component, constituent	something determined in relation to something that includes it
d006.s021.t003	decision%1:09:00::	bn:00021584n	decision.n.02	decision, determination, conclusion	a position or opinion or judgment reached after consideration
d006.s021.t004	advantage%1:07:01::	bn:00001561n	advantage.n.03	advantage, reward	benefit resulting from some event or action
d006.s021.t005	rule%1:10:00::	bn:00064192n	rule.n.03	rule, prescript	prescribed guide for conduct or action
d006.s022.t000	assumption%1:09:00::	bn:00006559n	assumption.n.02	assumption, supposition, supposal	a hypothesis that is taken for granted
d006.s022.t001	player%1:18:01::	bn:00060799n	player.n.01	player, participant	a person who participates in or is skilled at some game
d006.s022.t002	application%1:04:02::	bn:00005092n	application.n.01	application, practical_application	the act of bringing something to bear; using it for a particular purpose
d006.s022.t003	sanction%1:04:02::	bn:00069122n	sanction.n.02	sanction	a mechanism of social control for enforcing a society's standards
d006.s022.t004	case%1:11:00::	bn:00016401n	case.n.01	case, instance, example	an occurrence of something
d006.s022.t005	legal_fraud%1:04:00::	bn:00022078n	constructive_fraud.n.01	constructive_fraud, legal_fraud	comprises all acts or omissions or concealments involving breach of equitable or legal duty or trust or confidence
d006.s023.t000	decision%1:09:00::	bn:00021584n	decision.n.02	decision, determination, conclusion	a position or opinion or judgment reached after consideration
d006.s023.t001	punishment%1:04:00::	bn:00061325n	punishment.n.01	punishment, penalty, penalization, penalisation	the act of punishing
d006.s024.t000	border%1:15:00::	bn:00012212n	boundary_line.n.01	boundary_line, border, borderline, delimitation, mete	a line that indicates a boundary
d006.s024.t001	wittiness%1:10:00::	bn:00045199n	wit.n.01	wit, humor, humour, witticism, wittiness	a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter
d006.s024.t002	law%1:14:00::	bn:00048655n	law.n.01	law, jurisprudence	the collection of rules imposed by authority
d006.s024.t003	fraud%1:04:00::	bn:00036292n	fraud.n.01	fraud	intentional deception resulting in injury to another person
d006.s024.t004	occasion%1:11:00::	bn:00048587n	juncture.n.01	juncture, occasion	an event that occurs at a critical time
d006.s024.t005	case%1:11:00::	bn:00016401n	case.n.01	case, instance, example	an occurrence of something
d006.s024.t006	wittiness%1:10:00::	bn:00045199n	wit.n.01	wit, humor, humour, witticism, wittiness	a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter
d006.s025.t000	controversy%1:10:00::	bn:00005599n	controversy.n.01	controversy, contention, contestation, disputation, disceptation, tilt, argument, arguing	a contentious speech act; a dispute where there is strong disagreement
d006.s025.t001	factor%1:11:00::	bn:00032661n	factor.n.01	factor	anything that contributes causally to a result
d006.s025.t002	expulsion%1:04:01::	bn:00030015n	ejection.n.02	ejection, exclusion, expulsion, riddance	the act of forcing out someone or something
d006.s025.t003	way%1:07:01::	bn:00033729n	manner.n.01	manner, mode, style, way, fashion	how something is done or how it happens
d006.s025.t004	transmission%1:04:01::	bn:00078024n	transmission.n.01	transmission, transmittal, transmitting	the act of sending a message; causing a message to be transmitted
d006.s025.t005	directive%1:10:00::	bn:00027363n	directive.n.01	directive	a pronouncement encouraging or banning some activity
d006.s026.t000	damage%1:11:00::	bn:00025080n	damage.n.01	damage, harm, impairment	the occurrence of a change for the worse
d006.s026.t001	principle%1:10:00::	bn:00064077n	principle.n.05	principle, precept	rule of personal conduct
d006.s026.t002	sport%1:04:00::	bn:00006759n	sport.n.01	sport, athletics	an active diversion requiring physical exertion and competition
d006.s026.t003	action%1:04:02::	bn:00001127n	action.n.01	action	something done (usually as opposed to something said)
d007.s000.t000	microbe%1:05:00::	bn:00013701n	microbe.n.01	microbe, bug, germ	a minute life form (especially a disease-causing bacterium); the term is not in technical use
d007.s000.t001	possibility%1:26:00::	bn:00063739n	possibility.n.02	possibility, possibleness	capability of existing or happening or being true
d007.s000.t002	type%1:09:00::	bn:00078798n	type.n.01	type	a subdivision of a particular kind of thing
d007.s001.t000	discovery%1:10:00::	bn:00027530n	discovery.n.02	discovery	something that is discovered
d007.s001.t001	bacterium%1:05:00::	bn:00007854n	bacteria.n.01	bacteria, bacterium	(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants
d007.s001.t002	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s001.t003	nutrient%1:03:00::	bn:00035649n	food.n.01	food, nutrient	any substance that can be metabolized by an animal to give energy and build tissue
d007.s001.t004	scope%1:07:00::	bn:00003268n	scope.n.01	scope, range, reach, orbit, compass, ambit	an area in which something acts or operates or has power or control:
d007.s001.t005	form%1:14:02::	bn:00035911n	form.n.09	form, variant, strain, var.	(biology) a group of organisms within a species that differ in trivial ways from similar groups
d007.s002.t000	researcher%1:18:00::	bn:00047356n	research_worker.n.01	research_worker, researcher, investigator	a scientist who devotes himself to doing research
d007.s002.t001	bacterium%1:05:00::	bn:00007854n	bacteria.n.01	bacteria, bacterium	(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants
d007.s002.t002	earth%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d007.s002.t003	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s002.t004	possibility%1:26:00::	bn:00063739n	possibility.n.02	possibility, possibleness	capability of existing or happening or being true
d007.s002.t005	element%1:27:00::	bn:00018105n	chemical_element.n.01	chemical_element, element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter
d007.s003.t000	organism%1:03:00::	bn:00009677n	organism.n.01	organism, being	a living thing that has (or can develop) the ability to act or function independently
d007.s003.t001	capability%1:26:00::	bn:00015410n	capability.n.02	capability, capacity	the susceptibility of something to a particular treatment
d007.s004.t000	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s004.t001	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s005.t000	form%1:09:01::	bn:00035907n	kind.n.01	kind, sort, form, variety	a category of things distinguished by some common characteristic or quality
d007.s005.t001	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s005.t002	report%1:10:03::	bn:00067181n	report.n.01	report, study, written_report	a written document describing the findings of some individual or group
d007.s005.t003	thursday%1:28:00::	bn:00076744n	thursday.n.01	Thursday, Th	the fifth day of the week; the fourth working day
d007.s005.t004	edition%1:10:02::	bn:00029770n	edition.n.01	edition	the form in which a text (especially a printed book) is published
d007.s005.t005	journal%1:10:00::	bn:00048453n	journal.n.02	journal	a periodical dedicated to a particular subject
d007.s006.t000	element%1:27:00::	bn:00018105n	chemical_element.n.01	chemical_element, element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter
d007.s006.t001	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s006.t002	carbon%1:27:00::	bn:00006890n	carbon.n.01	carbon, C, atomic_number_6	an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds
d007.s006.t003	hydrogen%1:27:00::	bn:00006823n	hydrogen.n.01	hydrogen, H, atomic_number_1	a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas; the simplest and lightest and most abundant element in the universe
d007.s006.t004	nitrogen%1:27:00::	bn:00006901n	nitrogen.n.01	nitrogen, N, atomic_number_7	a common nonmetallic element that is normally a colorless odorless tasteless inert diatomic gas; constitutes 78 percent of the atmosphere by volume; a constituent of all living tissues
d007.s006.t005	oxygen%1:27:00::	bn:00006912n	oxygen.n.01	oxygen, O, atomic_number_8	a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust
d007.s006.t006	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s006.t007	sulfur%1:27:00::	bn:00006846n	sulfur.n.01	sulfur, S, sulphur, atomic_number_16	an abundant tasteless odorless multivalent nonmetallic element; best known in yellow crystals; occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions)
d007.s007.t000	researcher%1:18:00::	bn:00047356n	research_worker.n.01	research_worker, researcher, investigator	a scientist who devotes himself to doing research
d007.s007.t001	bacterium%1:05:00::	bn:00007854n	bacteria.n.01	bacteria, bacterium	(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants
d007.s007.t002	calif.%1:15:00::	bn:00014403n	california.n.01	California, Golden_State, CA, Calif.	a state in the western United States on the Pacific; the 3rd largest state; known for earthquakes
d007.s007.t003	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s007.t004	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s008.t000	report%1:10:03::	bn:00067181n	report.n.01	report, study, written_report	a written document describing the findings of some individual or group
d007.s009.t000	find%1:09:00::	bn:00012940n	discovery.n.03	discovery, breakthrough, find	a productive insight
d007.s009.t001	search%1:04:00::	bn:00045243n	search.n.01	search, hunt, hunting	the activity of looking thoroughly in order to find something or someone
d007.s009.t002	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s009.t003	earth%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d007.s009.t004	researcher%1:18:00::	bn:00047356n	research_worker.n.01	research_worker, researcher, investigator	a scientist who devotes himself to doing research
d007.s009.t005	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s009.t006	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s010.t000	study%1:09:02::	bn:00007985n	discipline.n.01	discipline, subject, subject_area, subject_field, field, field_of_study, study, bailiwick	a branch of knowledge
d007.s010.t001	microbe%1:05:00::	bn:00013701n	microbe.n.01	microbe, bug, germ	a minute life form (especially a disease-causing bacterium); the term is not in technical use
d007.s010.t002	earth%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d007.s011.t000	announcement%1:10:01::	bn:00004352n	announcement.n.01	announcement, proclamation, annunciation, declaration	a formal public statement
d007.s011.t001	news_conference%1:10:00::	bn:00057552n	press_conference.n.01	press_conference, news_conference	a conference at which press and tv reporters ask questions of a politician or other celebrity
d007.s011.t002	detail%1:09:00::	bn:00026622n	detail.n.01	detail, item, point	an isolated fact that is considered separately from the whole
d007.s011.t003	find%1:09:00::	bn:00012940n	discovery.n.03	discovery, breakthrough, find	a productive insight
d007.s011.t004	speculation%1:09:00::	bn:00021869n	speculation.n.02	speculation, conjecture	a hypothesis that has been formed by speculating or conjecturing (usually with little hard evidence)
d007.s011.t005	internet%1:06:00::	bn:00024712n	internet.n.01	internet, net, cyberspace	a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange
d007.s011.t006	report%1:10:03::	bn:00067181n	report.n.01	report, study, written_report	a written document describing the findings of some individual or group
d007.s011.t007	discovery%1:04:00::	bn:00027529n	discovery.n.01	discovery, find, uncovering	the act of discovering something
d007.s013.t000	discovery%1:09:00::	bn:00012940n	discovery.n.03	discovery, breakthrough, find	a productive insight
d007.s013.t001	environment%1:26:00::	bn:00031074n	environment.n.01	environment	the totality of surrounding conditions
d007.s013.t002	organism%1:03:00::	bn:00009677n	organism.n.01	organism, being	a living thing that has (or can develop) the ability to act or function independently
d007.s013.t003	element%1:27:00::	bn:00018105n	chemical_element.n.01	chemical_element, element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter
d007.s013.t004	biochemistry%1:09:00::	bn:00010518n	biochemistry.n.01	biochemistry	the organic chemistry of compounds and processes occurring in organisms; the effort to understand biology within the context of chemistry
d007.s013.t005	set%1:14:00::	bn:00070696n	set.n.01	set	a group of things of the same kind that belong together and are so used
d007.s013.t006	element%1:27:00::	bn:00018105n	chemical_element.n.01	chemical_element, element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter
d007.s013.t007	life%1:19:00::	bn:00051054n	life.n.11	life	the organic phenomenon that distinguishes living organisms from nonliving ones
d007.s013.t008	professor%1:18:00::	bn:00064601n	professor.n.01	professor, prof	someone who is a member of the faculty at a college or university
d007.s013.t009	space%1:15:01::	bn:00059768n	outer_space.n.01	outer_space, space	any location outside the Earth's atmosphere
d007.s013.t010	science%1:09:00::	bn:00069670n	science.n.01	science, scientific_discipline	a particular branch of scientific knowledge
d007.s013.t011	open_university%1:14:00::	bn:00059087n	open_university.n.01	Open_University	a British university that is open to people without formal academic qualifications and where teaching is by correspondence or broadcasting or summer school
d007.s013.t012	united_kingdom%1:15:00::	bn:00013173n	united_kingdom.n.01	United_Kingdom, UK, U.K., Britain, United_Kingdom_of_Great_Britain_and_Northern_Ireland, Great_Britain	a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom
d007.s014.t000	part%1:24:00::	bn:00021395n	part.n.01	part, portion, component_part, component, constituent	something determined in relation to something that includes it
d007.s014.t001	research%1:04:00::	bn:00067280n	research.n.01	research	systematic investigation to establish facts
d007.s014.t002	team%1:14:00::	bn:00073699n	team.n.01	team, squad	a cooperative unit (especially in sports)
d007.s015.t000	work%1:06:00::	bn:00062309n	work.n.02	work, piece_of_work	a product produced or accomplished through the effort or activity or agency of a person or thing
d007.s015.t001	substitution%1:11:00::	bn:00061666n	substitution.n.01	substitution, permutation, transposition, replacement, switch	an event in which one thing is substituted for another
d007.s015.t002	element%1:27:00::	bn:00018105n	chemical_element.n.01	chemical_element, element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter
d007.s015.t003	biochemistry%1:09:00::	bn:00010518n	biochemistry.n.01	biochemistry	the organic chemistry of compounds and processes occurring in organisms; the effort to understand biology within the context of chemistry
d007.s015.t004	structure%1:07:00::	bn:00074759n	structure.n.02	structure	the manner of construction of something and the arrangement of its parts
d007.s016.t000	discovery%1:10:00::	bn:00027530n	discovery.n.02	discovery	something that is discovered
d007.s017.t000	nasa%1:14:00::	bn:00056879n	national_aeronautics_and_space_administration.n.01	National_Aeronautics_and_Space_Administration, NASA	an independent agency of the United States government responsible for aviation and spaceflight
d007.s017.t001	astrobiology%1:09:00::	bn:00006642n	exobiology.n.01	exobiology, space_biology, astrobiology	the branch of biology concerned with the effects of outer space on living organisms and the search for extraterrestrial life
d007.s017.t002	institute%1:14:00::	bn:00046952n	institute.n.01	institute	an association organized to promote art or science or education
d007.s017.t003	study%1:04:00::	bn:00074790n	survey.n.01	survey, study	a detailed critical inspection
d007.s017.t004	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s017.t005	level%1:07:00::	bn:00025965n	degree.n.01	degree, grade, level	a position on a scale of intensity or amount or quality
d007.s018.t000	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s018.t001	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s018.t002	microbe%1:05:00::	bn:00013701n	microbe.n.01	microbe, bug, germ	a minute life form (especially a disease-causing bacterium); the term is not in technical use
d007.s019.t000	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s019.t001	chemical%1:27:00::	bn:00018096n	chemical.n.01	chemical, chemical_substance	material produced by or used in a reaction involving changes in atoms or molecules
d007.s019.t002	behavior%1:26:00::	bn:00009655n	behavior.n.02	behavior, behaviour	the action or reaction of something (as a machine or substance) under specified circumstances
d007.s019.t003	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s020.t000	result%1:19:00::	bn:00021961n	consequence.n.01	consequence, effect, outcome, result, event, issue, upshot	a phenomenon that follows and is caused by some previous phenomenon
d007.s020.t001	organism%1:03:00::	bn:00009677n	organism.n.01	organism, being	a living thing that has (or can develop) the ability to act or function independently
d007.s020.t002	hard_time%1:26:00::	bn:00042951n	hard_time.n.01	hard_time, rough_sledding	a difficulty that can be overcome with effort
d007.s020.t003	element%1:27:00::	bn:00018105n	chemical_element.n.01	chemical_element, element	any of the more than 100 known substances (of which 92 occur naturally) that cannot be separated into simpler substances and that singly or in combination constitute all matter
d007.s021.t000	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s021.t001	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s021.t002	machinery%1:06:00::	bn:00052571n	machinery.n.01	machinery	machines or machine systems collectively
d007.s022.t000	researcher%1:18:00::	bn:00047356n	research_worker.n.01	research_worker, researcher, investigator	a scientist who devotes himself to doing research
d007.s022.t001	bacterium%1:05:00::	bn:00007854n	bacteria.n.01	bacteria, bacterium	(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants
d007.s022.t002	concentration%1:07:02::	bn:00021538n	concentration.n.01	concentration	the strength of a solution; number of molecules of a substance in a given volume
d007.s022.t003	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s023.t000	microbe%1:05:00::	bn:00013701n	microbe.n.01	microbe, bug, germ	a minute life form (especially a disease-causing bacterium); the term is not in technical use
d007.s023.t001	phosphorus%1:27:00::	bn:00006845n	phosphorus.n.01	phosphorus, P, atomic_number_15	a multivalent nonmetallic element of the nitrogen family that occurs commonly in inorganic phosphate rocks and as organic phosphates in all living cells; is highly reactive and occurs in several allotropic forms
d007.s023.t002	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s023.t003	possibility%1:26:00::	bn:00063739n	possibility.n.02	possibility, possibleness	capability of existing or happening or being true
d007.s023.t004	life_form%1:08:00::	bn:00051067n	life_form.n.01	life_form	the characteristic bodily form of a mature organism
d007.s023.t005	arsenic%1:27:00::	bn:00005917n	arsenic.n.02	arsenic, As, atomic_number_33	a very poisonous metallic element that has three allotropic forms; arsenic and arsenic compounds are used as herbicides and insecticides and various alloys; found in arsenopyrite and orpiment and realgar
d007.s023.t006	earth%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d007.s023.t007	planet%1:17:01::	bn:00062777n	planet.n.03	planet	any celestial body (other than comets or satellites) that revolves around a star
