sentence_id	text	translation	lemma	translation_token	translation_lemma
d006.s018	The advantage , obviously , consists in the fact that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .	其优势显然在于, 参赛者将开始下个阶段的锦标赛,	the advantage , obviously , consist in the fact that the player will begin the following phase of the championship without card that could threaten they participation in a future game .	其 优势 显然 在于 , 参赛者 将 开始 下 个 阶段 的 锦标赛 ,	其 优势 显然 在于 , 参赛者 将 开始 下 个 阶段 的 锦标赛 ,
d006.s019	But it is about a long term advantage , with a certain degree of indetermination , because the team can be eliminated first of change , and in addition with this action the players fulfil a sanction game and go to the second cycle of cards , in which the suspension by card accumulation takes place with one less than in the first cycle .	并且除此行动外, 球员完成制裁游戏, 进入第二轮卡片, 以卡片积存方式暂停使用卡片, 比第一轮少一个。	but it be about a long term advantage , with a certain degree of indetermination , because the team can be eliminate first of change , and in addition with this action the player fulfil a sanction game and go to the second cycle of card , in which the suspension by card accumulation take place with one less than in the first cycle .	并且 除 此 行动 外 , 球员 完成 制裁 游戏 , 进入 第二 轮 卡片 , 以 卡片 积存 方式 暂停 使用 卡片 , 比 第一 轮 少 一个 。	并且 除 此 行动 外 , 球员 完成 制裁 游戏 , 进入 第二 轮 卡片 , 以 卡片 积存 方式 暂停 使用 卡片 , 比 第一 轮 少 一个 。
d006.s020	So that , by passing rounds , it is not so clear that it is an advantage .	因此,经过几轮,并不清楚它是否是一种优势。	so that , by pass round , it be not so clear that it be a advantage .	因此 , 经过 几 轮 , 并不 清楚 它 是否 是 一 种 优势 。	因此 , 经过 几 轮 , 并不 清楚 它 是否 是 一 种 优势 。
d006.s021	Those actions are really against the sporting spirit , which is part of the strategic decisions that favor taking advantages allowed by the rules .	那些行动真的与体育精神背道而驰, 体育精神是有利于规则所允许的优势的战略决定的一部分。	those action be really against the sport spirit , which be part of the strategic decision that favor take advantage allow by the rule .	那些 行动 真的 与 体育 精神 背道而驰 , 体育 精神 是 有利于 规则 所 允许 的 优势 的 战略 决定 的 一部分 。	那些 行动 真的 与 体育 精神 背道而驰 , 体育 精神 是 有利于 规则 所 允许 的 优势 的 战略 决定 的 一部分 。
d006.s022	Regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .	关于这一假设,参与者没有为避免实施制裁而采取行动(这显然是一个法律欺诈案件),而是选择何时服从制裁。	regard this assumption , the player do not act in order to avoid the application of the sanction ( this would have be a clear case of legal_fraud ) , but rather choose when to obey it .	关于 这 一 假设 , 参与者 没有 为 避免 实施 制裁 而 采取 行动 ( 这 显然 是 一个 法律 欺诈 案件 ) , 而是 选择 何时 服从 制裁 。	关于 这 一 假设 , 参与者 没有 为 避免 实施 制裁 而 采取 行动 ( 这 显然 是 一个 法律 欺诈 案件 ) , 而是 选择 何时 服从 制裁 。
d006.s023	They made a strategic decision without avoiding the punishment .	他们作出了战略性决定,但没有逃避惩罚。	they make a strategic decision without avoid the punishment .	他们 作出 了 战略性 决定 , 但 没有 逃避 惩罚 。	他们 作出 了 战略性 决定 , 但 没有 逃避 惩罚 。
d006.s024	Although the border between the wittiness and the law fraud is diffuse , in this occasion I believe it was a clear case of wittiness .	虽然智慧与法律欺诈之间的界限是分散的,	although the border between the wittiness and the law fraud be diffuse , in this occasion I believe it be a clear case of wittiness .	虽然 智慧 与 法律 欺诈 之间 的 界限 是 分散 的 ,	虽然 智慧 与 法律 欺诈 之间 的 界限 是 分散 的 ,
d006.s025	The controversy seems to arise from two factors : because it was about two auto expulsions and the way the transmission of the directive was carried out to cause them .	争议似乎来自两个因素: 因为它涉及两次自动驱逐,	the controversy seem to arise from two factor : because it be about two auto expulsion and the way the transmission of the directive be carry out to cause they .	争议 似乎 来自 两 个 因素 : 因为 它 涉及 两 次 自动 驱逐 ,	争议 似乎 来自 两 个 因素 : 因为 它 涉及 两 次 自动 驱逐 ,
d006.s026	The damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .	这些行动对体育原则造成的损害不及美学道德。	the damage bring about to the principle of the sport by these action be not as much ethical as aesthetic .	这些 行动 对 体育 原则 造成 的 损害 不及 美学 道德 。	这些 行动 对 体育 原则 造成 的 损害 不及 美学 道德 。
d007.s000	Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere	抗砷微生物增加了地球上或其他地方出现新型生命的可能性	arsenic-tolerant microbe raise possibility of new type of life on earth , or elsewhere	抗砷微 生物 增加 了 地球 上 或 其他 地方 出现 新型 生命 的 可能性	抗砷微 生物 增加 了 地球 上 或 其他 地方 出现 新型 生命 的 可能性
d007.s001	The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .	发现一种可以使用砷作为养分之一的奇特细菌,	the discovery of a strange bacterium that can use arsenic as one of its nutrient widen the scope for find new form of life on earth and possibly beyond .	发现 一 种 可以 使用 砷 作为 养分之一 的 奇特 细菌 ,	发现 一 种 可以 使用 砷 作为 养分之一 的 奇特 细菌 ,
d007.s002	While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .	研究者发现了地球上不寻常的细菌, 他们说生命有可能超越被认为至关重要的主要元素。	while researcher discover the unusual bacterium here in earth , they say it show that life have possibility beyond the major element that have be consider essential .	研究者 发现 了 地球 上 不 寻常 的 细菌 , 他们 说 生命 有 可能 超越 被 认为 至关重要 的 主要 元素 。	研究者 发现 了 地球 上 不 寻常 的 细菌 , 他们 说 生命 有 可能 超越 被 认为 至关重要 的 主要 元素 。
d007.s003	`` This organism has dual capability . ''	""" 这种生物具有双重能力 "" 。"	`` this organism have dual capability . ''	""" 这种 生物 具有 双重 能力 "" 。"	""" 这种 生物 具有 双重 能力 "" 。"
d007.s004	`` It can grow with either phosphorus or arsenic . ''	"""可以用磷或砷来生长。"""	`` it can grow with either phosphorus or arsenic . ''	""" 可以 用磷 或 砷来 生长 。 """	""" 可以 用磷 或 砷来 生长 。 """
d007.s005	`` That makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented Paul C. W. Davies of Arizona State University , a co-author of the report appearing in Thursday 's online edition of the journal Science .	亚利桑那州立大学的Paul C. W. Davies评论说,	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul c. w. davy of arizona state university , a co-author of the report appear in thursday 's online edition of the journal science .	亚利桑那 州立 大学 的 Paul C . W . Davies 评论 说 ,	亚利桑那 州立 大学 的 Paul C . W . Davies 评论 说 ,
d007.s006	Six major elements have long been considered essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	长期以来,六大要素被认为对生命至关重要 -- -- 碳、氢、氮、氧、磷和硫。	six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	长期 以来 , 六大 要素 被 认为 对 生命 至关重要 -- -- 碳 、 氢 、 氮 、 氧 、 磷和硫 。	长期 以来 , 六大 要素 被 认为 对 生命 至关重要 -- -- 碳 、 氢 、 氮 、 氧 、 磷和硫 。
d007.s007	But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .	但研究者发现在莫诺湖发现的细菌, 卡利夫, 在用砷代替磷之后, 能够继续生长。	but the researcher find that the bacterium , discover in mono lake , calif. , be able to continue to grow after substitute arsenic for phosphorus .	但 研究者 发现 在 莫诺湖 发现 的 细菌 , 卡利夫 , 在 用 砷代 替磷 之后 , 能够 继续 生长 。	但 研究者 发现 在 莫诺湖 发现 的 细菌 , 卡利夫 , 在 用 砷代 替磷 之后 , 能够 继续 生长 。
d007.s008	`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .	亚利桑那州立大学的Ariel D.	`` it make you wonder what else be possible , '' say ariel d. anbar of arizona state university , a co-author of the report .	亚利桑那 州立 大学 的 Ariel D .	亚利桑那 州立 大学 的 Ariel D .
d007.s009	The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .	研究者需要能够认识生命, 了解生命的长相。	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , anbar say .	研究者 需要 能够 认识 生命 , 了解 生命 的 长相 。	研究者 需要 能够 认识 生命 , 了解 生命 的 长相 。
d007.s010	The study focuses on a microbe found on Earth .	研究的重点是地球上发现的微生物。	the study focus on a microbe find on earth .	研究 的 重点 是 地球 上 发现 的 微生物 。	研究 的 重点 是 地球 上 发现 的 微生物 。
d007.s011	However , the announcement of a news conference to discuss it , which did not disclose details of the find , generated widespread speculation on the Internet that the report would disclose the discovery of extraterrestrial life .	互联网上广泛猜测报告会揭露外星生命的发现。 校对:Soup	however , the announcement of a news_conference to discuss it , which do not disclose detail of the find , generate widespread speculation on the internet that the report would disclose the discovery of extraterrestrial life .	互联网 上 广泛 猜测 报告会 揭露 外星 生命 的 发现 。 校对 : Soup	互联网 上 广泛 猜测 报告会 揭露 外星 生命 的 发现 。 校对 : Soup
d007.s012	It did n't .	它没有。	it do n't .	它 没有 。	它 没有 。
d007.s013	The discovery `` does show that in other planetary environments organisms might be able to use other elements to drive biochemistry and that the ` standard ' set of elements we think are absolutely necessary for life might not be so fixed , '' commented Charles Cockell , professor at Planetary and Space Sciences Research Institute , Open University , in Milton Keynes , United Kingdom .	"发现“确实表明,在其他行星环境中,生物体也许能够利用其他元素来驱动生物化学,我们认为生命绝对需要的 "" 标准 "" 元素可能不会如此固定,”英国密尔顿开放大学行星和空间科学研究所教授Charles Cockell评论说。"	the discovery `` do show that in other planetary environment organism might be able to use other element to drive biochemistry and that the ` standard ' set of element we think be absolutely necessary for life might not be so fixed , '' comment charle cockell , professor at planetary and space science research institute , open_university , in milton keyne , united_kingdom .	"发现 “ 确实 表明 , 在 其他 行星 环境 中 , 生物体 也许 能够 利用 其他 元素 来 驱动 生物 化学 , 我们 认为 生命 绝对 需要 的 "" 标准 "" 元素 可能 不 会 如此 固定 , ” 英国 密尔顿 开放 大学 行星 和 空间 科学 研究所 教授 Charles Cockell 评论 说 。"	"发现 “ 确实 表明 , 在 其他 行星 环境 中 , 生物体 也许 能够 利用 其他 元素 来 驱动 生物 化学 , 我们 认为 生命 绝对 需要 的 "" 标准 "" 元素 可能 不 会 如此 固定 , ” 英国 密尔顿 开放 大学 行星 和 空间 科学 研究所 教授 Charles Cockell 评论 说 。"
d007.s014	Cockell was not part of the research team .	Cockell不是研究团队的一员。	cockell be not part of the research team .	Cockell 不是 研究 团队 的 一员 。	Cockell 不是 研究 团队 的 一员 。
d007.s015	`` This work is novel because it shows the substitution of one element for another in fundamental biochemistry and biochemical structure , '' added Cockell .	在基本生物化学和生化结构中, 以一个元素取代另一个元素,	`` this work be novel because it show the substitution of one element for another in fundamental biochemistry and biochemical structure , '' add cockell .	在 基本 生物 化学 和 生化 结构 中 , 以 一个 元素 取代 另 一个 元素 ,	在 基本 生物 化学 和 生化 结构 中 , 以 一个 元素 取代 另 一个 元素 ,
d007.s016	It was n't a chance discovery .	这不是一个机会发现。	it be n't a chance discovery .	这不 是 一个 机会 发现 。	这不 是 一个 机会 发现 。
d007.s017	Felisa Wolfe-Simon of NASA 's Astrobiology Institute , who led the study , targeted Mono Lake because it has high arsenic levels .	美国航天局天体生物学研究所的Felisa Wolfe-Simon领导此项研究,	felisa wolfe-simon of nasa 's astrobiology institute , who lead the study , target mono lake because it have high arsenic level .	美国 航天局 天体 生物学 研究所 的 Felis a Wolfe-Simon 领导 此项 研究 ,	美国 航天局 天体 生物学 研究所 的 Felis a Wolfe-Simon 领导 此项 研究 ,
d007.s018	Arsenic and phosphorus are chemically similar , so she speculated that a microbe exposed to both might be able to substitute one for the other .	她推测接触这两种物的微生物可能能够替代另一种。	arsenic and phosphorus be chemically similar , so she speculate that a microbe expose to both might be able to substitute one for the other .	她 推测 接触 这 两 种 物 的 微生物 可能 能够 替代 另 一 种 。	她 推测 接触 这 两 种 物 的 微生物 可能 能够 替代 另 一 种 。
d007.s019	`` Arsenic is toxic mainly because its chemical behavior is so similar to that of phosphorus . ''	""" 砷具有毒性,主要是因为其化学行为与磷的化学行为非常相似 "" 。"	`` arsenic be toxic mainly because its chemical behavior be so similar to that of phosphorus . ''	""" 砷 具有 毒性 , 主要 是 因为 其 化学 行为 与 磷 的 化学 行为 非常 相似 "" 。"	""" 砷 具有 毒性 , 主要 是 因为 其 化学 行为 与 磷 的 化学 行为 非常 相似 "" 。"
d007.s020	`` As a result , organisms have a hard time telling these elements apart . ''	""" 因此,生物体很难分辨出这些元素。 """	`` as a result , organism have a hard_time tell these element apart . ''	""" 因此 , 生物体 很 难 分辨 出 这些 元素 。 """	""" 因此 , 生物体 很 难 分辨 出 这些 元素 。 """
d007.s021	`` But arsenic is different enough that it does n't work as well as phosphorus , so it gets in there and sort of gums up the works of our biochemical machinery , '' explained Anbar .	”但砷是完全不同的, 它不起作用, 与磷一样, 所以它进入那里, 并有种口香糖 上我们生化机械的作品, ”Anbar解释。	`` but arsenic be different enough that it do n't work as well as phosphorus , so it get in there and sort of gum up the work of we biochemical machinery , '' explain anbar .	” 但 砷 是 完全 不同 的 , 它 不 起 作用 , 与 磷 一样 , 所以 它 进入 那里 , 并 有 种口 香糖 上 我们 生化 机械 的 作品 , ” Anbar 解释 。	” 但 砷 是 完全 不同 的 , 它 不 起 作用 , 与 磷 一样 , 所以 它 进入 那里 , 并 有 种口 香糖 上 我们 生化 机械 的 作品 , ” Anbar 解释 。
d007.s022	The researchers collected the bacteria known as GFAJ-1 and exposed it to increasing concentrations of arsenic , which it was able to adapt to and grow .	研究人员收集了被称为GFAJ-1的细菌,使其暴露于日益浓度的砷中,它能够适应并生长。	the researcher collect the bacterium know as gfaj-1 and expose it to increase concentration of arsenic , which it be able to adapt to and grow .	研究 人员 收集 了 被 称为 G FAJ-1 的 细菌 , 使 其 暴露 于 日益 浓度 的 砷中 , 它 能够 适应 并 生长 。	研究 人员 收集 了 被 称为 G FAJ-1 的 细菌 , 使 其 暴露 于 日益 浓度 的 砷中 , 它 能够 适应 并 生长 。
d007.s023	The microbe does grow better on phosphorus , but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally , either elsewhere on Earth or on another planet or moon where arsenic is more common .	微生物在磷上确实生长得更好,但表明它可以与砷一起生活,反而增加了一种使用砷的生命形式自然发生的可能性,无论是在地球上其他地方,还是在另一个更常见砷的行星或月球上。	the microbe do grow better on phosphorus , but show that it can live with arsenic instead raise the possibility that a life_form use arsenic could occur naturally , either elsewhere on earth or on another planet or moon where arsenic be more common .	微生物 在 磷上 确实 生长 得 更 好 , 但 表明 它 可以 与 砷一起 生活 , 反而 增加 了 一 种 使用 砷 的 生命 形式 自然 发生 的 可能性 , 无论是 在 地球 上 其他 地方 , 还是 在 另 一个 更 常 见砷 的 行星 或 月球 上 。	微生物 在 磷上 确实 生长 得 更 好 , 但 表明 它 可以 与 砷一起 生活 , 反而 增加 了 一 种 使用 砷 的 生命 形式 自然 发生 的 可能性 , 无论是 在 地球 上 其他 地方 , 还是 在 另 一个 更 常 见砷 的 行星 或 月球 上 。
d007.s024	Jamie S. Foster , an assistant professor of microbiology at the University of Florida , said the idea that arsenic could be substituted for phosphorus is n't new , but there has never been example where it was shown to work .	佛罗里达大学微生物学助理教授Jamie S. Foster说,	jamie s. foster , a assistant_professor of microbiology at the university of florida , say the idea that arsenic could be substitute for phosphorus be n't new , but there have never be example where it be show to work .	佛罗里达 大学 微生 物学 助理 教授 Jamie S . Foster 说 ,	佛罗里达 大学 微生 物学 助理 教授 Jamie S . Foster 说 ,
d007.s025	Arsenic was more common in the early times on Earth , she said , so researchers have speculated that early life forms might have used it .	她表示, 研究者推测早期生命形式可能已经使用过。	arsenic be more common in the early time on earth , she say , so researcher have speculate that early life_form might have use it .	她 表示 , 研究者 推测 早期 生命 形式 可能 已经 使用 过 。	她 表示 , 研究者 推测 早期 生命 形式 可能 已经 使用 过 。
d007.s026	`` It does suggest that that there could be other ways to form life , not just how life formed on early Earth , '' said Foster , who was not part of Wolfe-Simon 's research team .	”Foster说, 他不属于沃尔夫-西门的研究团队。	`` it do suggest that that there could be other way to form life , not just how life form on early earth , '' say foster , who be not part of wolfe-simon 's research team .	” Foster 说 , 他 不 属于 沃尔夫 - 西门 的 研究 团队 。	” Foster 说 , 他 不 属于 沃尔夫 - 西门 的 研究 团队 。
d007.s027	The research was supported by NASA , the Department of Energy and the National Institutes of Health .	这项研究得到了美国航天局、能源部和国家卫生研究所的支持。	the research be support by nasa , the department_of_energy and the national_institutes_of_health .	这项 研究 得到 了 美国 航天局 、 能源部 和 国家 卫生 研究所 的 支持 。	这项 研究 得到 了 美国 航天局 、 能源部 和 国家 卫生 研究所 的 支持 。
d008.s000	The democratic routine	民主的例行程序	the democratic routine	民主 的 例行 程序	民主 的 例行 程序
d008.s001	Support for democracy in Latin America continues to edge up , as does backing for private enterprise .	拉丁美洲对民主的支持与对私营企业的支持一样,	support for democracy in latin_america continue to edge up , as do backing for private_enterprise .	拉丁美洲 对 民主 的 支持 与 对 私营 企业 的 支持 一样 ,	拉丁美洲 对 民主 的 支持 与 对 私营 企业 的 支持 一样 ,
d008.s002	Crime has become a bigger worry than unemployment .	犯罪比失业更加令人担忧。	crime have become a bigger worry than unemployment .	犯罪 比 失业 更加 令 人 担忧 。	犯罪 比 失业 更加 令 人 担忧 。
d008.s003	And Brazil is seen as more influential than the United States across much of the region .	巴西在该地区大部分地区被认为比美国更有影响力。	and brazil be see as more influential than the united_states across much of the region .	巴西 在 该 地区 大部分 地区 被 认为 比 美国 更 有 影响力 。	巴西 在 该 地区 大部分 地区 被 认为 比 美国 更 有 影响力 。
d008.s004	Those are some of the findings of the latest Latinobarómetro poll taken in 18 countries and published exclusively by The Economist .	这些是《经济学家》专著《经济学家》发表的18个国家最新拉美巴罗梅特罗民意测验的部分结果。	those be some of the finding of the latest latinobarómetro poll take in 18 country and publish exclusively by the economist .	这些 是 《 经济学家 》 专著 《 经济学家 》 发表 的 18 个 国家 最新 拉美 巴罗梅 特罗 民意 测验 的 部分 结果 。	这些 是 《 经济学家 》 专著 《 经济学家 》 发表 的 18 个 国家 最新 拉美 巴罗梅 特罗 民意 测验 的 部分 结果 。
d008.s005	Because the poll has been taken regularly since 1995 , it tracks changes in attitude across the region .	因为民意测验自1995年以来一直定期进行, 它追踪整个区域态度的变化。	because the poll have be take regularly since 1995 , it track change in attitude across the region .	因为 民意 测验 自 1995年 以来 一直 定期 进行 , 它 追踪 整个 区域 态度 的 变化 。	因为 民意 测验 自 1995年 以来 一直 定期 进行 , 它 追踪 整个 区域 态度 的 变化 。
d008.s006	Two related things stand out in the results of this year 's poll , taken in September and early October .	今年9月和10月初进行的民意测验结果中,有两个相关的问题最为突出。	two related thing stand out in the result of this year 's poll , take in september and early october .	今年 9月 和 10月 初 进行 的 民意 测验 结果 中 , 有 两 个 相关 的 问题 最为 突出 。	今年 9月 和 10月 初 进行 的 民意 测验 结果 中 , 有 两 个 相关 的 问题 最为 突出 。
d008.s007	The first is Latin America 's fairly sunny mood .	第一是拉丁美洲相当阳光灿烂的心情。	the first be latin_america 's fairly sunny mood .	第一 是 拉丁美洲 相当 阳光 灿烂 的 心情 。	第一 是 拉丁美洲 相当 阳光 灿烂 的 心情 。
d008.s008	The second is the increasing stability of attitudes towards democracy and its core institutions .	第二是对民主及其核心机构的态度日益稳定。	the second be the increase stability of attitude towards democracy and its core institution .	第二 是 对 民主 及其 核心 机构 的 态度 日益 稳定 。	第二 是 对 民主 及其 核心 机构 的 态度 日益 稳定 。
d008.s009	Support for democracy has risen noticeably in several countries on the Pacific rim of South America ( see table 1 ) .	在南美洲太平洋边缘的几个国家,对民主的支持明显增加(见表1)。	support for democracy have rise noticeably in several country on the pacific rim of south_america ( see table 1 ) .	在 南美洲 太平洋 边缘 的 几 个 国家 , 对 民主 的 支持 明显 增加 (见 表1 ) 。	在 南美洲 太平洋 边缘 的 几 个 国家 , 对 民主 的 支持 明显 增加 (见 表1 ) 。
d008.s010	For example in Peru , where economic growth has averaged 6 % a year since 2002 , support for democracy has risen from a low of 40 % in 2005 to 61 % this year .	例如在秘鲁, 自2002年以来年均经济增长6%, 对民主的支持从2005年的低40%上升到今年的61%。	for example in peru , where economic_growth have average 6 % a year since 2002 , support for democracy have rise from a low of 40 % in 2005 to 61 % this year .	例如 在 秘鲁 , 自 2002年 以来 年均 经济 增长 6% , 对 民主 的 支持 从 2005年 的 低 40% 上升 到 今年 的 61% 。	例如 在 秘鲁 , 自 2002年 以来 年均 经济 增长 6% , 对 民主 的 支持 从 2005年 的 低 40% 上升 到 今年 的 61% 。
d008.s011	It also rose in Mexico , where the economy has recovered after suffering a big drop in output last year .	墨西哥经济在去年产出大幅下降后恢复。	it also rise in mexico , where the economy have recover after suffer a big drop in output last year .	墨西哥 经济 在 去年 产出 大幅 下降 后 恢复 。	墨西哥 经济 在 去年 产出 大幅 下降 后 恢复 。
d008.s012	But only around half of respondents in Mexico and Brazil , the region 's two most populous countries , are convinced democrats , which drags down the regional average ( see chart 2 ) .	但只有大约一半的墨西哥和巴西(这两个区域人口最多的国家)的受访者相信民主派,	but only around half of respondent in mexico and brazil , the region 's two most populous country , be convinced democrat , which drag down the regional average ( see chart 2 ) .	但 只有 大约 一半 的 墨西哥 和 巴西( 这 两 个 区域 人口 最多 的 国家 ) 的 受访者 相信 民主派 ,	但 只有 大约 一半 的 墨西哥 和 巴西( 这 两 个 区域 人口 最多 的 国家 ) 的 受访者 相信 民主派 ,
d008.s013	Some 44 % of respondents across the region pronounced themselves satisfied with how their country 's democracy works in practice , the same figure as last year but a big increase on the 25 % in 2001 ( chart 3 ) .	该地区约44%的受访者对本国民主的实际运作方式表示满意(图3),与去年相同,但比2001年的25%大幅上升。	some 44 % of respondent across the region pronounce themselves satisfy with how they country 's democracy work in practice , the same figure as last year but a big increase on the 25 % in 2001 ( chart 3 ) .	该 地区 约 44% 的 受访者 对 本国 民主 的 实际 运作 方式 表示 满意 (图 3 ) , 与 去年 相同 , 但 比 2001年 的 25% 大幅 上升 。	该 地区 约 44% 的 受访者 对 本国 民主 的 实际 运作 方式 表示 满意 (图 3 ) , 与 去年 相同 , 但 比 2001年 的 25% 大幅 上升 。
d008.s014	Some 34 % said they had confidence in their country 's Congress and 45 % in their government , the same as last year in both cases but up sharply from 2003 ( 17 % and 24 % respectively ) .	大约34%的人说,他们对本国国会有信心,45%的人对政府有信心,这与去年一样,但与2003年(分别为17%和24%)相比,两者都大幅上升。	some 34 % say they have confidence in they country 's congress and 45 % in they government , the same as last year in both case but up sharply from 2003 ( 17 % and 24 % respectively ) .	大约 34% 的 人 说 , 他们 对 本国 国会 有 信心 , 45% 的 人 对 政府 有 信心 , 这 与 去年 一样 , 但 与 2003年 ( 分别 为 17% 和 24 %) 相比 , 两者 都 大幅 上升 。	大约 34% 的 人 说 , 他们 对 本国 国会 有 信心 , 45% 的 人 对 政府 有 信心 , 这 与 去年 一样 , 但 与 2003年 ( 分别 为 17% 和 24 %) 相比 , 两者 都 大幅 上升 。
d008.s015	A decade ago economic woes in Latin America undermined support for democracy .	十年前,拉丁美洲的经济灾难破坏了对民主的支持。	a decade ago economic woe in latin_america undermine support for democracy .	十 年前 , 拉丁美洲 的 经济 灾难 破坏 了 对 民主 的 支持 。	十 年前 , 拉丁美洲 的 经济 灾难 破坏 了 对 民主 的 支持 。
d008.s016	That it has held up during the world financial crisis is probably because many Latin American countries suffered only a brief recession and have enjoyed a strong recovery .	在世界金融危机期间,许多拉丁美洲国家只是短暂的衰退,而且复苏强劲,这或许是因为许多拉丁美洲国家遭受了短暂的衰退。	that it have hold up during the world financial crisis be probably because many latin american country suffer only a brief recession and have enjoy a strong recovery .	在 世界 金融 危机 期间 , 许多 拉丁美洲 国家 只是 短暂 的 衰退 , 而且 复苏 强劲 , 这 或许 是 因为 许多 拉丁美洲 国家 遭受 了 短暂 的 衰退 。	在 世界 金融 危机 期间 , 许多 拉丁美洲 国家 只是 短暂 的 衰退 , 而且 复苏 强劲 , 这 或许 是 因为 许多 拉丁美洲 国家 遭受 了 短暂 的 衰退 。
d008.s017	In addition , a stronger social safety net has helped to shield the poor .	此外,一个更强大的社会安全网有助于保护穷人。	in addition , a stronger social safety_net have help to shield the poor .	此外 , 一个 更 强大 的 社会 安全网 有助于 保护 穷人 。	此外 , 一个 更 强大 的 社会 安全网 有助于 保护 穷人 。
d008.s018	( The United Nations ' Economic Commission for Latin America reported this week that the proportion of Latin Americans living in poverty rose only marginally in 2009 and has fallen again this year , to 32 % . -RRB-	(联合国拉丁美洲经济委员会本周报告说,拉丁美洲贫困人口的比例在2009年仅略微上升,今年又再次下降至32%。	( the united_nations ' economic_commission_for_latin_america report this week that the proportion of latin american live in poverty rise only marginally in 2009 and have fall again this year , to 32 % . -rrb-	( 联合国 拉丁美洲 经济 委员会 本周 报告 说 , 拉丁美洲 贫困 人口 的 比例 在 2009年 仅 略微 上升 , 今年 又 再次 下降 至 32% 。	( 联合国 拉丁美洲 经济 委员会 本周 报告 说 , 拉丁美洲 贫困 人口 的 比例 在 2009年 仅 略微 上升 , 今年 又 再次 下降 至 32% 。
d008.s019	But the mood varies widely from country to country ( see chart 4 ) .	但情绪因国而异(见图4),	but the mood vary widely from country to country ( see chart 4 ) .	但 情绪 因国 而 异( 见 图 4 ) ,	但 情绪 因国 而 异( 见 图 4 ) ,
d008.s020	Brazil 's strong economic performance and the popularity of its outgoing president , Luiz Inácio Lula da Silva , is reflected in a widely shared sense of progress .	巴西经济表现强劲, 即将离任的总统路易斯·伊纳西奥·卢拉·达席尔瓦受欢迎,	brazil 's strong economic performance and the popularity of its outgoing president , luiz inácio lulum da silva , be reflect in a widely share sense of progress .	巴西 经济 表现 强劲 , 即将 离任 的 总统 路易斯·伊纳西奥·卢拉·达席 尔瓦 受 欢迎 ,	巴西 经济 表现 强劲 , 即将 离任 的 总统 路易斯·伊纳西奥·卢拉·达席 尔瓦 受 欢迎 ,
d008.s021	That is scarcer in Mexico and Central America , where the recession was more severe and violent crime has worsened .	在墨西哥和中美洲, 经济衰退更为严重, 暴力犯罪恶化。	that be scarcer in mexico and central_america , where the recession be more severe and violent crime have worsen .	在 墨西哥 和 中美洲 , 经济 衰退 更为 严重 , 暴力 犯罪 恶化 。	在 墨西哥 和 中美洲 , 经济 衰退 更为 严重 , 暴力 犯罪 恶化 。
d008.s022	For only the second time since the polls began , more respondents across Latin America as a whole cite crime , rather than unemployment , as the most important problem facing their country ( see chart 5 ) .	自民调开始以来, 拉丁美洲更多受访者将犯罪而非失业列为国家面临的最重要问题(见图5),	for only the second time since the poll begin , more respondent across latin_america as a whole cite crime , rather than unemployment , as the most important problem face they country ( see chart 5 ) .	自 民调 开始 以来 , 拉丁美洲 更 多 受访者 将 犯罪 而 非 失业 列为 国家 面临 的 最 重要 问题 (见 图 5 ) ,	自 民调 开始 以来 , 拉丁美洲 更 多 受访者 将 犯罪 而 非 失业 列为 国家 面临 的 最 重要 问题 (见 图 5 ) ,
d008.s023	Some 31 % say that either they or a close relative have been victims of crime over the past year , but that is down from 38 % last year and is the lowest figure since 1995 .	大约31%的人说,他们或近亲在过去一年中曾是犯罪的受害者,但比去年的38%有所下降,是1995年以来最低的数字。	some 31 % say that either they or a close relative have be victim of crime over the past year , but that be down from 38 % last year and be the lowest figure since 1995 .	大约 31% 的 人 说 , 他们 或 近亲 在 过去 一 年中 曾 是 犯罪 的 受害者 , 但 比 去年 的 38% 有所 下降 , 是 1995年 以来 最低 的 数字 。	大约 31% 的 人 说 , 他们 或 近亲 在 过去 一 年中 曾 是 犯罪 的 受害者 , 但 比 去年 的 38% 有所 下降 , 是 1995年 以来 最低 的 数字 。
