sentence_id	text	translation	lemma	translation_token	translation_lemma	alignment
d006.s006	The provocation of a yellow card in similar circumstances as this one is not a new practice , but rather frequent in the world of football .	在与此相似的情况下挑衅黄牌并不是一种新的做法，而是足球界的常见做法。	the provocation of a yellow card in similar circumstance as this one be not a new practice , but rather frequent in the world of football .	在 与 此 相似 的 情况 下 挑衅 黄牌 并不 是 一 种 新 的 做法 ， 而是 足球界 的 常见 做法 。	在 与 此 相似 的 情况 下 挑衅 黄牌 并不 是 一 种 新 的 做法 ， 而是 足球界 的 常见 做法 。	[(1, 7), (4, 8), (6, 0), (7, 3), (8, 5), (9, 1), (10, 2), (13, 9), (14, 11), (15, 13), (16, 15), (19, 17), (20, 20), (22, 14), (23, 18), (24, 19), (25, 18), (26, 22)]
d006.s007	It is so extended that it part of the ethos , of the unwritten rules , but followed nonetheless by this sport .	它是如此扩展，以至于它是不成文规则的一部分，但仍然被这项运动所遵循。	it be so extended that it part of the ethos , of the unwritten rule , but follow nonetheless by this sport .	它 是 如此 扩展 ， 以至于 它 是 不 成文 规则 的 一部分 ， 但 仍然 被 这项 运动 所 遵循 。	它 是 如此 扩展 ， 以至于 它 是 不 成文 规则 的 一部分 ， 但 仍然 被 这项 运动 所 遵循 。	[(0, 0), (2, 2), (3, 3), (4, 19), (5, 6), (6, 12), (11, 11), (13, 9), (14, 10), (16, 14), (17, 20), (18, 15), (21, 18), (22, 21)]
d006.s008	Part of the debate arisen in the related case is caused by the fact that has been carried out by team of the Real Madrid organization ( that in its hymn presumes of nobility and honor , and that has fined its players for analogous acts ) and by the dramatization orchestrated , apparently , by Mourinho , who adds one more to his expanded history of histrionic and provoking technician .	在相关案件中出现的部分争论是由皇家马德里组织的团队进行的（在其赞美诗中假定为贵族和荣誉，并且已经对其球员进行了类似行为的罚款） ，以及穆里尼奥显然精心策划的戏剧化，穆里尼奥为他扩展的历史增添了一个戏剧性和挑衅性的技术人员。	part of the debate arise in the related case be cause by the fact that have be carry out by team of the real madrid organization ( that in its hymn presume of nobility and honor , and that have fine its player for analogous act ) and by the dramatization orchestrate , apparently , by mourinho , who add one more to he expanded history of histrionic and provoking technician .	在 相关 案件 中 出现 的 部分 争论 是 由 皇家 马德里 组织 的 团队 进行 的 （ 在 其 赞美诗 中 假定 为 贵族 和 荣誉 ， 并且 已经 对 其 球员 进行 了 类似 行为 的 罚款 ） ， 以及 穆里尼奥 显然 精心 策划 的 戏剧化 ， 穆里尼奥 为 他 扩展 的 历史 增添 了 一个 戏剧性 和 挑衅性 的 技术 人员 。	在 相关 案件 中 出现 的 部分 争论 是 由 皇家 马德里 组织 的 团队 进行 的 （ 在 其 赞美诗 中 假定 为 贵族 和 荣誉 ， 并且 已经 对 其 球员 进行 了 类似 行为 的 罚款 ） ， 以及 穆里尼奥 显然 精心 策划 的 戏剧化 ， 穆里尼奥 为 他 扩展 的 历史 增添 了 一个 戏剧性 和 挑衅性 的 技术 人员 。	[(0, 6), (1, 5), (3, 7), (4, 4), (5, 3), (7, 1), (8, 2), (19, 9), (20, 14), (21, 16), (24, 11), (25, 12), (28, 21), (29, 19), (30, 20), (31, 22), (32, 37), (33, 24), (34, 25), (35, 26), (37, 28), (40, 38), (41, 31), (42, 32), (43, 23), (44, 35), (45, 36), (47, 41), (50, 47), (51, 45), (53, 43), (56, 42), (59, 55), (60, 57), (62, 50), (63, 51), (64, 52), (65, 54), (66, 61), (68, 59), (69, 60), (70, 63), (71, 64)]
d006.s009	Anyway , the debate deals with if that type of behavior not prohibited specifically by the regulation contradicts the principles of the sport , that is to say , if with these actions fraud is committed ; then , indeed , they are respectful actions with the sport regulation , but they seem to elude its sense .	无论如何，辩论涉及的是法规未明确禁止的那种行为是否与体育运动的原则相矛盾，也就是说，如果通过这些行为实施了欺诈行为；那么，实际上，它们是与体育法规相关的尊重行为，但它们似乎逃避了它的意义。	anyway , the debate deal with if that type of behavior not prohibit specifically by the regulation contradict the principle of the sport , that be to say , if with these action fraud be commit ; then , indeed , they be respectful action with the sport regulation , but they seem to elude its sense .	无论如何 ， 辩论 涉及 的 是 法规 未 明确 禁止 的 那种 行为 是否 与 体育 运动 的 原则 相 矛盾 ， 也就是说 ， 如果 通过 这些 行为 实施 了 欺诈 行为 ； 那么 ， 实际上 ， 它们 是 与 体育 法规 相关 的 尊重 行为 ， 但 它们 似乎 逃避 了 它 的 意义 。	无论如何 ， 辩论 涉及 的 是 法规 未 明确 禁止 的 那种 行为 是否 与 体育 运动 的 原则 相 矛盾 ， 也就是说 ， 如果 通过 这些 行为 实施 了 欺诈 行为 ； 那么 ， 实际上 ， 它们 是 与 体育 法规 相关 的 尊重 行为 ， 但 它们 似乎 逃避 了 它 的 意义 。	[(3, 2), (4, 3), (6, 13), (7, 11), (9, 10), (10, 12), (11, 7), (12, 9), (13, 8), (14, 0), (16, 6), (17, 20), (19, 18), (20, 53), (22, 16), (24, 22), (29, 24), (31, 26), (32, 31), (37, 33), (39, 35), (41, 37), (42, 38), (44, 45), (45, 25), (47, 15), (48, 41), (50, 47), (51, 48), (53, 51), (54, 50), (55, 52), (56, 54), (57, 55)]
d006.s010	The matter examines the type of damage that is brought to the sporting spirit .	此事审查了给运动精神带来的损害类型。	the matter examine the type of damage that be bring to the sport spirit .	此事 审查 了 给 运动 精神 带来 的 损害 类型 。	此事 审查 了 给 运动 精神 带来 的 损害 类型 。	[(1, 0), (2, 1), (4, 9), (5, 7), (6, 8), (9, 6), (10, 3), (12, 4), (13, 5), (14, 10)]
d006.s011	One of the advantages that include the sport spirit is the physical integrity of the opposite players , aspect that with these actions was n't put into danger , that is to say , there was no violent game .	包括体育精神在内的优势之一是对手球员的身体完整性，这些动作没有被置于危险之中，也就是说，没有暴力比赛。	one of the advantage that include the sport spirit be the physical integrity of the opposite player , aspect that with these action be n't put into danger , that be to say , there be no violent game .	包括 体育 精神 在内 的 优势 之一 是 对手 球员 的 身体 完整性 ， 这些 动作 没有 被 置于 危险 之中 ， 也就是说 ， 没有 暴力 比赛 。	包括 体育 精神 在内 的 优势 之一 是 对手 球员 的 身体 完整性 ， 这些 动作 没有 被 置于 危险 之中 ， 也就是说 ， 没有 暴力 比赛 。	[(0, 6), (1, 4), (3, 5), (5, 0), (8, 2), (9, 7), (11, 1), (12, 12), (13, 10), (14, 11), (16, 9), (21, 14), (22, 15), (25, 18), (27, 19), (28, 27), (29, 22), (31, 24), (37, 25), (38, 26), (39, 27)]
d006.s012	Another of these advantages to which it is alluded to with the fare-play is to avoid that the team of the lawbreaker players takes advantage unjustly of the opposite team , which did not happen either .	在票价游戏中暗示的另一个优势是避免违法者球队不公正地利用对方球队，这也没有发生。	another of these advantage to which it be allude to with the fare-play be to avoid that the team of the lawbreaker player take advantage unjustly of the opposite team , which do not happen either .	在 票价 游戏 中 暗示 的 另 一个 优势 是 避免 违法者 球队 不 公正 地 利用 对方 球队 ， 这 也 没有 发生 。	在 票价 游戏 中 暗示 的 另 一个 优势 是 避免 违法者 球队 不 公正 地 利用 对方 球队 ， 这 也 没有 发生 。	[(0, 6), (1, 5), (3, 8), (4, 3), (9, 4), (11, 7), (12, 1), (13, 9), (14, 10), (18, 12), (20, 20), (21, 11), (22, 11), (24, 16), (25, 15), (27, 17), (29, 18), (33, 13), (34, 23), (35, 21), (36, 24)]
d006.s013	However , the paradoxical thing about the action of the players of Real Madrid is that it did not comply to what we normally characterize as legal fraud , because the violation of the rules was not made secretly as to try to avoid the sanction , but their action was most evident and thus they received punishment from the referee .	然而，皇家马德里球员行为的矛盾之处在于，它没有遵守我们通常所说的合法欺诈，因为违反规则并不是为了试图逃避制裁而秘密做出的，但他们的行为最为明显，因此他们受到了裁判的惩罚。	however , the paradoxical thing about the action of the player of real madrid be that it do not comply to what we normally characterize as legal_fraud , because the violation of the rule be not make secretly as to try to avoid the sanction , but they action be most evident and thus they receive punishment from the referee .	然而 ， 皇家 马德里 球员 行为 的 矛盾 之 处 在于 ， 它 没有 遵守 我们 通常 所 说 的 合法 欺诈 ， 因为 违反 规则 并不 是 为了 试图 逃避 制裁 而 秘密 做出 的 ， 但 他们 的 行为 最为 明显 ， 因此 他们 受到 了 裁判 的 惩罚 。	然而 ， 皇家 马德里 球员 行为 的 矛盾 之 处 在于 ， 它 没有 遵守 我们 通常 所 说 的 合法 欺诈 ， 因为 违反 规则 并不 是 为了 试图 逃避 制裁 而 秘密 做出 的 ， 但 他们 的 行为 最为 明显 ， 因此 他们 受到 了 裁判 的 惩罚 。	[(0, 0), (3, 7), (4, 9), (6, 2), (7, 5), (8, 6), (10, 4), (12, 2), (13, 3), (14, 10), (15, 17), (16, 12), (18, 13), (20, 14), (22, 15), (23, 16), (24, 18), (26, 21), (28, 23), (30, 24), (31, 19), (33, 25), (35, 26), (36, 34), (37, 33), (38, 32), (39, 28), (40, 29), (42, 30), (43, 41), (44, 31), (46, 37), (47, 38), (48, 40), (51, 42), (52, 43), (53, 44), (54, 45), (55, 46), (56, 50), (59, 48), (60, 51)]
d006.s014	They waited for and accepted the sanction with no complaints .	他们等待并接受了制裁，没有任何投诉。	they wait for and accept the sanction with no complaint .	他们 等待 并 接受 了 制裁 ， 没有 任何 投诉 。	他们 等待 并 接受 了 制裁 ， 没有 任何 投诉 。	[(0, 0), (1, 1), (3, 2), (4, 3), (6, 5), (9, 9), (10, 10)]
d006.s015	Another question is what type of advantage the violators obtained in the actions deliberately carried out .	另一个问题是违规者在故意实施的行为中获得了什么样的优势。	another question be what type of advantage the violator obtain in the action deliberately carry out .	另 一个 问题 是 违规者 在 故意 实施 的 行为 中 获得 了 什么样 的 优势 。	另 一个 问题 是 违规者 在 故意 实施 的 行为 中 获得 了 什么样 的 优势 。	[(0, 0), (1, 2), (2, 3), (3, 13), (5, 14), (6, 15), (7, 1), (8, 4), (9, 11), (10, 10), (12, 9), (13, 6), (14, 7), (16, 16)]
d006.s016	Here it seems necessary to state that it is n't a disadvantageous situation for rival nor is an obtained benefit in the same game , because evidently the result of the action supposes leaving their own team with less players .	这里似乎有必要说明，在同一场比赛中，这不是对手不利的情况，也不是获得的利益，因为显然行动的结果是假设离开自己的球队，拥有更少的球员。	here it seem necessary to state that it be n't a disadvantageous situation for rival nor be a obtain benefit in the same game , because evidently the result of the action suppose leave they own team with less player .	这里 似乎 有 必要 说明 ， 在 同一 场 比赛 中 ， 这不 是 对手 不利 的 情况 ， 也 不是 获得 的 利益 ， 因为 显然 行动 的 结果 是 假设 离开 自己 的 球队 ， 拥有 更 少 的 球员 。	这里 似乎 有 必要 说明 ， 在 同一 场 比赛 中 ， 这不 是 对手 不利 的 情况 ， 也 不是 获得 的 利益 ， 因为 显然 行动 的 结果 是 假设 离开 自己 的 球队 ， 拥有 更 少 的 球员 。	[(0, 0), (1, 1), (3, 3), (4, 4), (7, 12), (9, 20), (11, 15), (12, 17), (14, 14), (16, 13), (18, 21), (19, 23), (20, 10), (21, 7), (23, 9), (25, 25), (26, 26), (28, 29), (29, 28), (31, 27), (32, 31), (33, 32), (36, 35), (37, 2), (38, 39), (39, 41), (40, 42)]
d006.s017	And neither is it a useful strategy for the next game , because the club will not be able to count on those players .	对于下一场比赛来说，这也不是一个有用的策略，因为俱乐部将无法依靠这些球员。	and neither be it a useful strategy for the next game , because the club will not be able to count on those player .	对于 下 一 场 比赛 来说 ， 这 也 不是 一个 有用 的 策略 ， 因为 俱乐部 将 无法 依靠 这些 球员 。	对于 下 一 场 比赛 来说 ， 这 也 不是 一个 有用 的 策略 ， 因为 俱乐部 将 无法 依靠 这些 球员 。	[(4, 10), (5, 11), (6, 13), (7, 0), (8, 7), (9, 1), (10, 4), (12, 15), (14, 16), (15, 17), (16, 9), (19, 19), (22, 20), (23, 21), (24, 22)]
d006.s018	The advantage , obviously , consists in the fact that the players will begin the following phase of the Championship without cards that could threaten their participation in a future game .	显然，优势在于玩家将在没有卡牌的情况下开始锦标赛的下一阶段，这可能会威胁到他们对未来游戏的参与。	the advantage , obviously , consist in the fact that the player will begin the following phase of the championship without card that could threaten they participation in a future game .	显然 ， 优势 在于 玩家 将 在 没有 卡牌 的 情况 下 开始 锦标赛 的 下 一 阶段 ， 这 可能 会 威胁 到 他们 对 未来 游戏 的 参与 。	显然 ， 优势 在于 玩家 将 在 没有 卡牌 的 情况 下 开始 锦标赛 的 下 一 阶段 ， 这 可能 会 威胁 到 他们 对 未来 游戏 的 参与 。	[(1, 2), (2, 30), (3, 0), (11, 4), (12, 5), (13, 12), (15, 15), (16, 17), (17, 14), (18, 19), (19, 13), (21, 8), (23, 20), (24, 23), (25, 24), (26, 29), (27, 6), (28, 16), (29, 26), (30, 27), (31, 30)]
d006.s019	But it is about a long term advantage , with a certain degree of indetermination , because the team can be eliminated first of change , and in addition with this action the players fulfil a sanction game and go to the second cycle of cards , in which the suspension by card accumulation takes place with one less than in the first cycle .	但这是一个长期的优势，具有一定程度的不确定性，因为团队可以首先被淘汰，除此之外，玩家还可以完成制裁游戏并进入第二轮卡牌，其中通过卡牌积累进行的停牌比第一轮少一张。	but it be about a long term advantage , with a certain degree of indetermination , because the team can be eliminate first of change , and in addition with this action the player fulfil a sanction game and go to the second cycle of card , in which the suspension by card accumulation take place with one less than in the first cycle .	但 这是 一个 长期 的 优势 ， 具有 一定 程度 的 不确定性 ， 因为 团队 可以 首先 被 淘汰 ， 除此之外 ， 玩家 还 可以 完成 制裁 游戏 并 进入 第二 轮 卡牌 ， 其中 通过 卡牌 积累 进行 的 停牌 比 第一 轮 少 一 张 。	但 这是 一个 长期 的 优势 ， 具有 一定 程度 的 不确定性 ， 因为 团队 可以 首先 被 淘汰 ， 除此之外 ， 玩家 还 可以 完成 制裁 游戏 并 进入 第二 轮 卡牌 ， 其中 通过 卡牌 积累 进行 的 停牌 比 第一 轮 少 一 张 。	[(0, 0), (4, 2), (5, 3), (7, 5), (10, 4), (12, 9), (13, 10), (14, 11), (16, 13), (18, 14), (19, 15), (21, 18), (22, 16), (27, 20), (33, 22), (34, 25), (35, 8), (36, 26), (37, 27), (38, 28), (40, 29), (42, 30), (44, 39), (45, 32), (50, 40), (51, 35), (52, 36), (53, 37), (55, 38), (57, 45), (58, 44), (59, 41), (62, 42), (64, 47)]
d006.s020	So that , by passing rounds , it is not so clear that it is an advantage .	因此，通过传球，不太清楚这是一个优势。	so that , by pass round , it be not so clear that it be a advantage .	因此 ， 通过 传球 ， 不 太 清楚 这是 一个 优势 。	因此 ， 通过 传球 ， 不 太 清楚 这是 一个 优势 。	[(3, 2), (5, 3), (9, 5), (10, 6), (11, 7), (15, 9), (16, 10), (17, 11)]
d006.s021	Those actions are really against the sporting spirit , which is part of the strategic decisions that favor taking advantages allowed by the rules .	这些行动实际上与体育精神背道而驰，体育精神是赞成利用规则允许的优势的战略决策的一部分。	those action be really against the sport spirit , which be part of the strategic decision that favor take advantage allow by the rule .	这些 行动 实际上 与 体育 精神 背道而驰 ， 体育 精神 是 赞成 利用 规则 允许 的 优势 的 战略 决策 的 一部分 。	这些 行动 实际上 与 体育 精神 背道而驰 ， 体育 精神 是 赞成 利用 规则 允许 的 优势 的 战略 决策 的 一部分 。	[(0, 0), (1, 1), (3, 2), (6, 4), (7, 5), (11, 21), (14, 19), (18, 11), (19, 16), (20, 14), (23, 13), (24, 22)]
d006.s022	Regarding this assumption , the players did not act in order to avoid the application of the sanction ( this would have been a clear case of legal fraud ) , but rather chosen when to obey it .	关于这一假设，参与者的行为并不是为了避免制裁的应用（这将是一个明显的法律欺诈案例） ，而是选择何时遵守。	regard this assumption , the player do not act in order to avoid the application of the sanction ( this would have be a clear case of legal_fraud ) , but rather choose when to obey it .	关于 这 一 假设 ， 参与者 的 行为 并不 是 为了 避免 制裁 的 应用 （ 这 将 是 一个 明显 的 法律 欺诈 案例 ） ， 而是 选择 何时 遵守 。	关于 这 一 假设 ， 参与者 的 行为 并不 是 为了 避免 制裁 的 应用 （ 这 将 是 一个 明显 的 法律 欺诈 案例 ） ， 而是 选择 何时 遵守 。	[(0, 0), (1, 1), (2, 3), (4, 5), (5, 5), (7, 8), (8, 7), (9, 10), (11, 9), (12, 11), (13, 6), (14, 14), (15, 13), (17, 12), (19, 16), (20, 17), (22, 18), (23, 19), (24, 20), (25, 24), (26, 21), (27, 23), (31, 27), (33, 29), (34, 28), (35, 30), (37, 31)]
d006.s023	They made a strategic decision without avoiding the punishment .	他们在不逃避惩罚的情况下做出了战略决策。	they make a strategic decision without avoid the punishment .	他们 在 不 逃避 惩罚 的 情况 下 做出 了 战略 决策 。	他们 在 不 逃避 惩罚 的 情况 下 做出 了 战略 决策 。	[(0, 0), (1, 8), (2, 5), (3, 11), (6, 3), (8, 4), (9, 12)]
d006.s024	Although the border between the wittiness and the law fraud is diffuse , in this occasion I believe it was a clear case of wittiness .	虽然机智和法律欺诈之间的界限是分散的，但在这个场合，我认为这是一个明显的机智案例。	although the border between the wittiness and the law fraud be diffuse , in this occasion I believe it be a clear case of wittiness .	虽然 机智 和 法律 欺诈 之间 的 界限 是 分散 的 ， 但 在 这个 场合 ， 我 认为 这是 一个 明显 的 机智 案例 。	虽然 机智 和 法律 欺诈 之间 的 界限 是 分散 的 ， 但 在 这个 场合 ， 我 认为 这是 一个 明显 的 机智 案例 。	[(0, 0), (2, 7), (3, 5), (5, 4), (6, 2), (8, 3), (11, 9), (13, 13), (14, 14), (15, 15), (16, 17), (17, 18), (20, 20), (21, 21), (22, 24), (23, 22), (24, 23), (25, 25)]
d006.s025	The controversy seems to arise from two factors : because it was about two auto expulsions and the way the transmission of the directive was carried out to cause them .	争议似乎源于两个因素：因为这是关于两次自动驱逐，以及传达指令的方式。	the controversy seem to arise from two factor : because it be about two auto expulsion and the way the transmission of the directive be carry out to cause they .	争议 似乎 源于 两 个 因素 ： 因为 这是 关于 两 次 自动 驱逐 ， 以及 传达 指令 的 方式 。	争议 似乎 源于 两 个 因素 ： 因为 这是 关于 两 次 自动 驱逐 ， 以及 传达 指令 的 方式 。	[(1, 0), (4, 2), (6, 3), (7, 5), (9, 7), (10, 1), (12, 9), (13, 10), (16, 15), (17, 11), (18, 19), (19, 12), (20, 16), (21, 18), (23, 17), (27, 13), (30, 20)]
d006.s026	The damage brought about to the principles of the sport by these actions is not as much ethical as aesthetic .	这些行为给这项运动的原则带来的损害与其说是伦理上的，不如说是美学上的。	the damage bring about to the principle of the sport by these action be not as much ethical as aesthetic .	这些 行为 给 这项 运动 的 原则 带来 的 损害 与其说 是 伦理 上 的 ， 不如说 是 美学 上 的 。	这些 行为 给 这项 运动 的 原则 带来 的 损害 与其说 是 伦理 上 的 ， 不如说 是 美学 上 的 。	[(1, 9), (2, 7), (4, 2), (6, 6), (7, 8), (9, 4), (11, 0), (12, 1), (20, 21)]
d007.s000	Arsenic-tolerant microbe raises possibility of new types of life on Earth , or elsewhere	耐砷微生物提高了地球或其他地方新型生命的可能性	arsenic-tolerant microbe raise possibility of new type of life on earth , or elsewhere	耐砷 微生物 提高 了 地球 或 其他 地方 新型 生命 的 可能性	耐砷 微生物 提高 了 地球 或 其他 地方 新型 生命 的 可能性	[(0, 0), (1, 1), (2, 2), (3, 11), (5, 8), (6, 7), (7, 10), (8, 9), (10, 4), (12, 5), (13, 6)]
d007.s001	The discovery of a strange bacteria that can use arsenic as one of its nutrients widens the scope for finding new forms of life on Earth and possibly beyond .	发现一种可以使用砷作为其营养素之一的奇怪细菌，拓宽了在地球上甚至更远的地方寻找新生命形式的范围。	the discovery of a strange bacterium that can use arsenic as one of its nutrient widen the scope for find new form of life on earth and possibly beyond .	发现 一 种 可以 使用 砷 作为 其 营养素 之一 的 奇怪 细菌 ， 拓宽 了 在 地球 上 甚至 更 远 的 地方 寻找 新 生命 形式 的 范围 。	发现 一 种 可以 使用 砷 作为 其 营养素 之一 的 奇怪 细菌 ， 拓宽 了 在 地球 上 甚至 更 远 的 地方 寻找 新 生命 形式 的 范围 。	[(1, 0), (3, 1), (4, 11), (5, 12), (7, 3), (8, 4), (9, 5), (10, 6), (11, 9), (13, 7), (14, 8), (15, 14), (16, 17), (17, 29), (19, 24), (20, 25), (21, 27), (22, 22), (23, 26), (24, 18), (27, 19), (29, 30)]
d007.s002	While researchers discovered the unusual bacteria here in Earth , they say it shows that life has possibilities beyond the major elements that have been considered essential .	虽然研究人员在地球上发现了这种不寻常的细菌，但他们表示，这表明生命的可能性超出了被认为是必不可少的主要元素。	while researcher discover the unusual bacterium here in earth , they say it show that life have possibility beyond the major element that have be consider essential .	虽然 研究 人员 在 地球 上 发现 了 这种 不 寻常 的 细菌 ， 但 他们 表示 ， 这 表明 生命 的 可能性 超出 了 被 认为 是 必不可少 的 主要 元素 。	虽然 研究 人员 在 地球 上 发现 了 这种 不 寻常 的 细菌 ， 但 他们 表示 ， 这 表明 生命 的 可能性 超出 了 被 认为 是 必不可少 的 主要 元素 。	[(0, 0), (1, 1), (2, 6), (3, 4), (4, 8), (5, 12), (7, 7), (10, 15), (11, 16), (13, 19), (15, 20), (17, 22), (19, 18), (20, 30), (21, 31), (24, 27), (25, 26), (26, 28), (27, 32)]
d007.s003	`` This organism has dual capability . ''	“这种生物具有双重能力。”	`` this organism have dual capability . ''	“ 这种 生物 具有 双重 能力 。 ”	“ 这种 生物 具有 双重 能力 。 ”	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7)]
d007.s004	`` It can grow with either phosphorus or arsenic . ''	“它可以与磷或砷一起生长。”	`` it can grow with either phosphorus or arsenic . ''	“ 它 可以 与 磷 或 砷一起 生长 。 ”	“ 它 可以 与 磷 或 砷一起 生长 。 ”	[(0, 0), (1, 1), (2, 2), (3, 7), (4, 3), (6, 4), (7, 5), (8, 6), (9, 8), (10, 9)]
d007.s005	`` That makes it very peculiar , though it falls short of being some form of truly ` alien ' life , '' commented Paul C. W. Davies of Arizona State University , a co-author of the report appearing in Thursday 's online edition of the journal Science .	亚利桑那州立大学的保罗· C · W ·戴维斯（ Paul C. W. Davies ）评论说： “这使得它非常奇怪，尽管它没有成为某种形式的真正的`外星人'生活，”该报告的合著者出现在周四的在线版《科学》杂志上。	`` that make it very peculiar , though it fall short of be some form of truly ` alien ' life , '' comment paul c. w. davy of arizona state university , a co-author of the report appear in thursday 's online edition of the journal science .	亚利桑那 州立 大学 的 保罗· C · W ·戴维斯 （ Paul C . W . Davies ） 评论 说 ： “ 这 使得 它 非常 奇怪 ， 尽管 它 没有 成为 某种 形式 的 真正 的 `外 星人 ' 生活 ， ” 该 报告 的 合著者 出现 在 周四 的 在线版 《 科学 》 杂志 上 。	亚利桑那 州立 大学 的 保罗· C · W ·戴维斯 （ Paul C . W . Davies ） 评论 说 ： “ 这 使得 它 非常 奇怪 ， 尽管 它 没有 成为 某种 形式 的 真正 的 `外 星人 ' 生活 ， ” 该 报告 的 合著者 出现 在 周四 的 在线版 《 科学 》 杂志 上 。	[(0, 20), (2, 22), (3, 23), (4, 24), (5, 25), (8, 28), (11, 29), (12, 30), (13, 31), (14, 32), (15, 33), (16, 34), (18, 15), (20, 39), (22, 41), (23, 17), (24, 10), (25, 11), (26, 13), (27, 8), (28, 3), (29, 0), (30, 1), (31, 2), (33, 35), (34, 45), (35, 44), (36, 42), (37, 43), (38, 46), (39, 27), (40, 48), (42, 50), (43, 50), (44, 49), (45, 21), (46, 54), (47, 52), (48, 56)]
d007.s006	Six major elements have long been considered essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	长期以来，人们一直认为六种主要元素对生命至关重要--碳、氢、氮、氧、磷和硫。	six major element have long be consider essential for life - carbon , hydrogen , nitrogen , oxygen , phosphorus and sulfur .	长期 以来 ， 人们 一直 认为 六 种 主要 元素 对 生命 至关重要 -- 碳 、 氢 、 氮 、 氧 、 磷和硫 。	长期 以来 ， 人们 一直 认为 六 种 主要 元素 对 生命 至关重要 -- 碳 、 氢 、 氮 、 氧 、 磷和硫 。	[(0, 6), (1, 8), (2, 9), (4, 0), (6, 5), (7, 12), (8, 10), (9, 11), (11, 14), (12, 15), (13, 16), (14, 21), (15, 18), (16, 19), (17, 20), (18, 17), (19, 22), (20, 22), (21, 22), (22, 23)]
d007.s007	But the researchers found that the bacteria , discovered in Mono Lake , Calif. , is able to continue to grow after substituting arsenic for phosphorus .	但研究人员发现，在加利福尼亚州莫诺湖发现的这种细菌在用砷代替磷后能够继续生长。	but the researcher find that the bacterium , discover in mono lake , calif. , be able to continue to grow after substitute arsenic for phosphorus .	但 研究 人员 发现 ， 在 加利福尼亚州 莫诺湖 发现 的 这种 细菌 在 用 砷代 替 磷后 能够 继续 生长 。	但 研究 人员 发现 ， 在 加利福尼亚州 莫诺湖 发现 的 这种 细菌 在 用 砷代 替 磷后 能够 继续 生长 。	[(0, 0), (1, 9), (2, 2), (3, 3), (5, 10), (6, 11), (8, 8), (9, 5), (10, 14), (11, 7), (16, 17), (17, 13), (18, 18), (20, 19), (21, 12), (22, 15), (23, 16), (25, 16), (26, 20)]
d007.s008	`` It makes you wonder what else is possible , '' said Ariel D. Anbar of Arizona State University , a co-author of the report .	该报告的合著者、亚利桑那州立大学的阿里尔· D ·安巴尔（ Ariel D. Anbar ）说： “这让你想知道还有什么是可能的。”	`` it make you wonder what else be possible , '' say ariel d. anbar of arizona state university , a co-author of the report .	该 报告 的 合著者 、 亚利桑那 州立 大学 的 阿里尔· D ·安巴尔 （ Ariel D . Anbar ） 说 ： “ 这 让 你 想 知道 还有 什么 是 可能 的 。 ”	该 报告 的 合著者 、 亚利桑那 州立 大学 的 阿里尔· D ·安巴尔 （ Ariel D . Anbar ） 说 ： “ 这 让 你 想 知道 还有 什么 是 可能 的 。 ”	[(0, 20), (1, 21), (2, 22), (3, 23), (4, 24), (5, 27), (6, 26), (7, 28), (8, 29), (9, 31), (10, 32), (11, 18), (12, 9), (13, 14), (14, 16), (15, 8), (16, 5), (17, 6), (18, 7), (19, 4), (20, 30), (21, 9), (22, 2), (23, 0), (24, 1), (25, 31)]
d007.s009	The find is important in the search for life beyond Earth because researchers need to be able to recognize life , to know what life looks like , Anbar said .	安巴尔说，这一发现对于寻找地球以外的生命非常重要，因为研究人员需要能够识别生命，了解生命的样子。	the find be important in the search for life beyond earth because researcher need to be able to recognize life , to know what life look like , anbar say .	安巴尔 说 ， 这 一 发现 对于 寻找 地球 以外 的 生命 非常 重要 ， 因为 研究 人员 需要 能够 识别 生命 ， 了解 生命 的 样子 。	安巴尔 说 ， 这 一 发现 对于 寻找 地球 以外 的 生命 非常 重要 ， 因为 研究 人员 需要 能够 识别 生命 ， 了解 生命 的 样子 。	[(1, 5), (3, 13), (4, 6), (6, 7), (8, 11), (9, 9), (10, 8), (11, 15), (12, 16), (13, 18), (17, 10), (18, 20), (19, 21), (21, 19), (22, 23), (24, 24), (25, 26), (29, 1), (30, 27)]
d007.s010	The study focuses on a microbe found on Earth .	这项研究的重点是在地球上发现的一种微生物。	the study focus on a microbe find on earth .	这项 研究 的 重点 是 在 地球 上 发现 的 一 种 微生物 。	这项 研究 的 重点 是 在 地球 上 发现 的 一 种 微生物 。	[(0, 6), (1, 1), (2, 3), (4, 10), (5, 12), (6, 8), (7, 7), (9, 13)]
